I.Site,II.DeltaFFM_DS_Dur_WS,II.DeltaFFM_DS_Mag_50,II.DeltaFFM_FA_Mag,II.DeltaFFM_Peak_10,II.DeltaFFM_Peak_2,II.DeltaFFM_SP_Dur,II.DeltaFFM_SP_Mag,II.DeltaFFM_SP_Tim,II.DeltaFFM_Wet_BFL_Mag_50,III.Threshold,IV.Prob_ASCI_DS_Dur_WS,IV.Prob_ASCI_DS_Mag_50,IV.Prob_ASCI_Peak_2,IV.Prob_ASCI_SP_Dur,IV.Prob_ASCI_SP_Mag,IV.Prob_ASCI_Wet_BFL_Mag_50,IV.Prob_CSCI_DS_Dur_WS,IV.Prob_CSCI_DS_Mag_50,IV.Prob_CSCI_FA_Mag,IV.Prob_CSCI_Peak_10,IV.Prob_CSCI_SP_Tim,IV.Prob_CSCI_Wet_BFL_Mag_50,V.Result_ASCI_DS_Dur_WS,V.Result_ASCI_DS_Mag_50,V.Result_ASCI_Peak_2,V.Result_ASCI_SP_Dur,V.Result_ASCI_SP_Mag,V.Result_ASCI_Wet_BFL_Mag_50,V.Result_CSCI_DS_Dur_WS,V.Result_CSCI_DS_Mag_50,V.Result_CSCI_FA_Mag,V.Result_CSCI_Peak_10,V.Result_CSCI_SP_Tim,V.Result_CSCI_Wet_BFL_Mag_50,Column Name ,Lookup
401100,-29,-0.032195395,3.225710345,13.51326,35.343,-7,4.815,0,-0.021113202,0.9,0.631800803,0.385192328,NA,0.886930711,0.399722104,0.252091623,0.597978706,0.752800086,0.752980383,NA,0.666202388,0.367011756,Current Delta FFM is depleted (short). Proposed project can increase duration by 12  days to 40 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 4 cfs or decrease by more than 2 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 13 days or decrease duration by more than 0.98 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 154 cfs or decrease by more than 63 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 10 cfs or decrease by more than 23 cfs.,Current Delta FFM is depleted (short). Proposed project can increase duration by 15  days to 37 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 1 cfs or decrease by more than 2 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 6 cfs or decrease by more than 23 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 3 days later or by more than 11 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 7 cfs or decrease by more than 32 cfs.,,
401100,-29,-0.032195395,3.225710345,13.51326,35.343,-7,4.815,0,-0.021113202,0.99,0.631800803,0.385192328,NA,0.886930711,0.399722104,0.252091623,0.597978706,0.752800086,0.752980383,NA,0.666202388,0.367011756,Current Delta FFM is depleted (short). Proposed project can increase duration by 27  days to 30 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.42 cfs or decrease by more than 0.55 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is depleted (short). Proposed project can increase duration by 6  days to 8 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 11 cfs or decrease by more than 18 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 1 cfs or decrease by more than 3 cfs.,Current Delta FFM is depleted (short). Proposed project can increase duration by 27  days to 30 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.21 cfs or decrease by more than 0.47 cfs.,Current Delta FFM is augmented. Proposed project can decrease by 1 to 6 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 0.31 days later or by more than 2 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.77 cfs or decrease by more than 3 cfs.,,
401110,-6.5,0.144959542,0.782674512,28.17752,33.8553,0,7.54885,0,0.184810791,0.7,0.926556142,0.437204611,NA,1,0.399522625,0.46986359,0.716990178,0.734262981,0.774134458,NA,0.666202388,0.653789575,Current Delta FFM is within limits. Proposed project should not increase duration by more than 39 days or decrease duration by more than 46 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 11 cfs or decrease by more than 5 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 18 days or decrease duration by more than 24 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 476 cfs or decrease by more than 182 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 32 cfs or decrease by more than 84 cfs.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 28 days or decrease duration by more than 34 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 3 cfs or decrease by more than 4 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 22 cfs or decrease by more than 61 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 9 days later or by more than 32 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 20 cfs or decrease by more than 98 cfs.,,
401110,-6.5,0.144959542,0.782674512,28.17752,33.8553,0,7.54885,0,0.184810791,0.9,0.926556142,0.437204611,NA,1,0.399522625,0.46986359,0.716990178,0.734262981,0.774134458,NA,0.666202388,0.653789575,Current Delta FFM is within limits. Proposed project should not increase duration by more than 17 days or decrease duration by more than 11 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 3 cfs or decrease by more than 2 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 6 days or decrease duration by more than 8 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 152 cfs or decrease by more than 66 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 10 cfs or decrease by more than 23 cfs.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 14 days or decrease duration by more than 7 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 1 cfs or decrease by more than 2 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 8 cfs or decrease by more than 21 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 3 days later or by more than 11 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 7 cfs or decrease by more than 32 cfs.,,
401110,-6.5,0.144959542,0.782674512,28.17752,33.8553,0,7.54885,0,0.184810791,0.99,0.926556142,0.437204611,NA,1,0.399522625,0.46986359,0.716990178,0.734262981,0.774134458,NA,0.666202388,0.653789575,Current Delta FFM is depleted (short). Proposed project can increase duration by 4  days to 8 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.24 cfs or decrease by more than 0.73 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 0.62 days or decrease duration by more than 1 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 8 cfs or decrease by more than 20 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.87 cfs or decrease by more than 3 cfs.,Current Delta FFM is depleted (short). Proposed project can increase duration by 5  days to 7 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.03 cfs or decrease by more than 0.65 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 1 cfs or decrease by more than 3 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 0.31 days later or by more than 2 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.57 cfs or decrease by more than 3 cfs.,,
401121,-1,0.04525,0.122730384,3.66274,0.4639,0,0.3172,0,0.0107,0.7,1,0.438458353,NA,1,0.400050363,0.470625064,0.745789096,0.739948451,0.779623648,NA,0.666202388,0.655362049,Current Delta FFM is within limits. Proposed project should not increase duration by more than 33 days or decrease duration by more than 52 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 11 cfs or decrease by more than 5 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 18 days or decrease duration by more than 24 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 483 cfs or decrease by more than 175 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 32 cfs or decrease by more than 84 cfs.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 22 days or decrease duration by more than 39 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 3 cfs or decrease by more than 4 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 23 cfs or decrease by more than 60 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 9 days later or by more than 32 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 20 cfs or decrease by more than 98 cfs.,,
401121,-1,0.04525,0.122730384,3.66274,0.4639,0,0.3172,0,0.0107,0.9,1,0.438458353,NA,1,0.400050363,0.470625064,0.745789096,0.739948451,0.779623648,NA,0.666202388,0.655362049,Current Delta FFM is within limits. Proposed project should not increase duration by more than 12 days or decrease duration by more than 16 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 3 cfs or decrease by more than 2 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 6 days or decrease duration by more than 8 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 159 cfs or decrease by more than 59 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 10 cfs or decrease by more than 23 cfs.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 9 days or decrease duration by more than 13 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 1 cfs or decrease by more than 2 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 9 cfs or decrease by more than 20 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 3 days later or by more than 11 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 7 cfs or decrease by more than 32 cfs.,,
401121,-1,0.04525,0.122730384,3.66274,0.4639,0,0.3172,0,0.0107,0.99,1,0.438458353,NA,1,0.400050363,0.470625064,0.745789096,0.739948451,0.779623648,NA,0.666202388,0.655362049,Current Delta FFM is within limits. Proposed project should not increase duration by more than 2 days or decrease duration by more than 1 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.34 cfs or decrease by more than 0.63 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 0.62 days or decrease duration by more than 1 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 16 cfs or decrease by more than 13 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 1 cfs or decrease by more than 3 cfs.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 2 days or decrease duration by more than 0.83 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.13 cfs or decrease by more than 0.55 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 2 cfs or decrease by more than 3 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 0.31 days later or by more than 2 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.74 cfs or decrease by more than 3 cfs.,,
402050,-42,0.023447023,18.4271007,113.27138,81.8394,-2,27.6694,0,0.14565,0.7,0.465837489,0.438732608,NA,0.980844129,0.398055534,0.470034848,0.53044403,0.741181099,0.595102645,NA,0.666202388,0.654143549,Current Delta FFM is within limits. Proposed project should not increase duration by more than 74 days or decrease duration by more than 11 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 11 cfs or decrease by more than 5 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 20 days or decrease duration by more than 22 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 456 cfs or decrease by more than 202 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 32 cfs or decrease by more than 84 cfs.,Current Delta FFM is depleted (short). Proposed project can increase duration by 2  days to 63 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 3 cfs or decrease by more than 4 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 5 cfs or decrease by more than 79 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 9 days later or by more than 32 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 20 cfs or decrease by more than 98 cfs.,,
402050,-42,0.023447023,18.4271007,113.27138,81.8394,-2,27.6694,0,0.14565,0.9,0.465837489,0.438732608,NA,0.980844129,0.398055534,0.470034848,0.53044403,0.741181099,0.595102645,NA,0.666202388,0.654143549,Current Delta FFM is depleted (short). Proposed project can increase duration by 25  days to 53 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 4 cfs or decrease by more than 2 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 8 days or decrease duration by more than 6 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 132 cfs or decrease by more than 86 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 10 cfs or decrease by more than 23 cfs.,Current Delta FFM is depleted (short). Proposed project can increase duration by 28  days to 50 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 1 cfs or decrease by more than 2 cfs.,Current Delta FFM is augmented. Proposed project can decrease by 9 to 38 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 3 days later or by more than 11 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 7 cfs or decrease by more than 32 cfs.,,
402050,-42,0.023447023,18.4271007,113.27138,81.8394,-2,27.6694,0,0.14565,0.99,0.465837489,0.438732608,NA,0.980844129,0.398055534,0.470034848,0.53044403,0.741181099,0.595102645,NA,0.666202388,0.654143549,Current Delta FFM is depleted (short). Proposed project can increase duration by 40  days to 43 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.36 cfs or decrease by more than 0.61 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is depleted (short). Proposed project can increase duration by 0.77  days to 3 days.,Current Delta FFM is augmented. Proposed project can decrease by 12 to 40 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.91 cfs or decrease by more than 3 cfs.,Current Delta FFM is depleted (short). Proposed project can increase duration by 40  days to 43 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.15 cfs or decrease by more than 0.52 cfs.,Current Delta FFM is augmented. Proposed project can decrease by 17 to 21 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 0.31 days later or by more than 2 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.61 cfs or decrease by more than 3 cfs.,,
402051,-35,0.012504334,17.69985001,111.0554,78.0454,-1,30.24765,-1,0.21425,0.7,0.554797553,0.438870268,NA,1,0.397867672,0.469734852,0.566566766,0.741798317,0.603483008,NA,0.492287347,0.653523363,Current Delta FFM is within limits. Proposed project should not increase duration by more than 67 days or decrease duration by more than 18 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 11 cfs or decrease by more than 5 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 19 days or decrease duration by more than 23 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 453 cfs or decrease by more than 204 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 32 cfs or decrease by more than 84 cfs.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 56 days or decrease duration by more than 5 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 3 cfs or decrease by more than 4 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 5 cfs or decrease by more than 78 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 10 days later or by more than 31 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 20 cfs or decrease by more than 98 cfs.,,
402051,-35,0.012504334,17.69985001,111.0554,78.0454,-1,30.24765,-1,0.21425,0.9,0.554797553,0.438870268,NA,1,0.397867672,0.469734852,0.566566766,0.741798317,0.603483008,NA,0.492287347,0.653523363,Current Delta FFM is depleted (short). Proposed project can increase duration by 18  days to 46 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 4 cfs or decrease by more than 2 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 7 days or decrease duration by more than 7 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 129 cfs or decrease by more than 89 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 10 cfs or decrease by more than 23 cfs.,Current Delta FFM is depleted (short). Proposed project can increase duration by 21  days to 43 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 1 cfs or decrease by more than 2 cfs.,Current Delta FFM is augmented. Proposed project can decrease by 8 to 38 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 4 days later or by more than 10 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 7 cfs or decrease by more than 32 cfs.,,
402051,-35,0.012504334,17.69985001,111.0554,78.0454,-1,30.24765,-1,0.21425,0.99,0.554797553,0.438870268,NA,1,0.397867672,0.469734852,0.566566766,0.741798317,0.603483008,NA,0.492287347,0.653523363,Current Delta FFM is depleted (short). Proposed project can increase duration by 33  days to 36 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.38 cfs or decrease by more than 0.6 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 2 days or decrease duration by more than 0.23 days.,Current Delta FFM is augmented. Proposed project can decrease by 14 to 43 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.84 cfs or decrease by more than 3 cfs.,Current Delta FFM is depleted (short). Proposed project can increase duration by 33  days to 36 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.16 cfs or decrease by more than 0.51 cfs.,Current Delta FFM is augmented. Proposed project can decrease by 16 to 20 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 1 days later or by more than 0.51 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.54 cfs or decrease by more than 3 cfs.,,
402060,-36,0.052577316,NA,57.44504,38.9857,-6,18.0962,-1,0.158925759,0.7,0.54203082,0.438366193,NA,0.905456702,0.398753338,0.46997679,0.56136742,0.739533342,NA,NA,0.492287347,0.654023569,Current Delta FFM is within limits. Proposed project should not increase duration by more than 68 days or decrease duration by more than 17 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 11 cfs or decrease by more than 5 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 24 days or decrease duration by more than 18 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 466 cfs or decrease by more than 192 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 32 cfs or decrease by more than 84 cfs.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 57 days or decrease duration by more than 4 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 3 cfs or decrease by more than 4 cfs.,A probability of NA means no median delta FFM value is available.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 10 days later or by more than 31 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 20 cfs or decrease by more than 98 cfs.,,
402060,-36,0.052577316,NA,57.44504,38.9857,-6,18.0962,-1,0.158925759,0.9,0.54203082,0.438366193,NA,0.905456702,0.398753338,0.46997679,0.56136742,0.739533342,NA,NA,0.492287347,0.654023569,Current Delta FFM is depleted (short). Proposed project can increase duration by 19  days to 47 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 3 cfs or decrease by more than 2 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 12 days or decrease duration by more than 2 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 141 cfs or decrease by more than 76 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 10 cfs or decrease by more than 23 cfs.,Current Delta FFM is depleted (short). Proposed project can increase duration by 22  days to 44 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 1 cfs or decrease by more than 2 cfs.,A probability of NA means no median delta FFM value is available.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 4 days later or by more than 10 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 7 cfs or decrease by more than 32 cfs.,,
402060,-36,0.052577316,NA,57.44504,38.9857,-6,18.0962,-1,0.158925759,0.99,0.54203082,0.438366193,NA,0.905456702,0.398753338,0.46997679,0.56136742,0.739533342,NA,NA,0.492287347,0.654023569,Current Delta FFM is depleted (short). Proposed project can increase duration by 34  days to 37 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.34 cfs or decrease by more than 0.64 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is depleted (short). Proposed project can increase duration by 5  days to 7 days.,Current Delta FFM is augmented. Proposed project can decrease by 2 to 31 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.9 cfs or decrease by more than 3 cfs.,Current Delta FFM is depleted (short). Proposed project can increase duration by 34  days to 37 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.12 cfs or decrease by more than 0.55 cfs.,A probability of NA means no median delta FFM value is available.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 1 days later or by more than 0.51 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.59 cfs or decrease by more than 3 cfs.,,
403020,-7,1.01285845,27.34420895,141.486,176.8656,3,38.7565,0,0.8765,0.7,0.919905935,0.426327235,NA,0.937609628,0.397247897,0.46683991,0.714359074,0.681564691,0.489300102,NA,0.666202388,0.647509624,Current Delta FFM is within limits. Proposed project should not increase duration by more than 39 days or decrease duration by more than 46 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 10 cfs or decrease by more than 6 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 15 days or decrease duration by more than 27 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 445 cfs or decrease by more than 213 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 31 cfs or decrease by more than 85 cfs.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 28 days or decrease duration by more than 33 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 2 cfs or decrease by more than 5 cfs.,Current Delta FFM is augmented. Proposed project can decrease by 4 to 87 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 9 days later or by more than 32 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 19 cfs or decrease by more than 99 cfs.,,
403020,-7,1.01285845,27.34420895,141.486,176.8656,3,38.7565,0,0.8765,0.9,0.919905935,0.426327235,NA,0.937609628,0.397247897,0.46683991,0.714359074,0.681564691,0.489300102,NA,0.666202388,0.647509624,Current Delta FFM is within limits. Proposed project should not increase duration by more than 18 days or decrease duration by more than 10 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 3 cfs or decrease by more than 3 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 3 days or decrease duration by more than 11 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 120 cfs or decrease by more than 97 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 9 cfs or decrease by more than 24 cfs.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 15 days or decrease duration by more than 7 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.24 cfs or decrease by more than 3 cfs.,Current Delta FFM is augmented. Proposed project can decrease by 18 to 47 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 3 days later or by more than 11 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 6 cfs or decrease by more than 33 cfs.,,
403020,-7,1.01285845,27.34420895,141.486,176.8656,3,38.7565,0,0.8765,0.99,0.919905935,0.426327235,NA,0.937609628,0.397247897,0.46683991,0.714359074,0.681564691,0.489300102,NA,0.666202388,0.647509624,Current Delta FFM is depleted (short). Proposed project can increase duration by 5  days to 8 days.,Current Delta FFM is augmented. Proposed project can decrease by 0.62 to 2 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is augmented (long). Proposed project can decrease duration by 2 days to 4 days.,Current Delta FFM is augmented. Proposed project can decrease by 23 to 52 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.18 cfs or decrease by more than 3 cfs.,Current Delta FFM is depleted (short). Proposed project can increase duration by 5  days to 8 days.,Current Delta FFM is augmented. Proposed project can decrease by 0.84 to 2 cfs.,Current Delta FFM is augmented. Proposed project can decrease by 25 to 30 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 0.31 days later or by more than 2 days earlier.,Current Delta FFM is augmented. Proposed project can decrease by 0.12 to 4 cfs.,,
403030,-26,0.82315,5.803773022,43.99082,84.1297,4,23.3868,0,0.75005,0.7,0.670559246,0.428699149,NA,0.916357582,0.398367647,0.467392503,0.613794415,0.693555692,0.729257279,NA,0.666202388,0.648661574,Current Delta FFM is within limits. Proposed project should not increase duration by more than 58 days or decrease duration by more than 27 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 10 cfs or decrease by more than 5 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 14 days or decrease duration by more than 28 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 460 cfs or decrease by more than 198 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 31 cfs or decrease by more than 84 cfs.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 47 days or decrease duration by more than 14 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 3 cfs or decrease by more than 5 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 17 cfs or decrease by more than 66 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 9 days later or by more than 32 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 19 cfs or decrease by more than 99 cfs.,,
